original_title,belongs_to_collection,original_language,budget,popularity,production_countries,runtime,spoken_languages,vote_average,vote_count,revenue,Foreign,Science Fiction,Romance,Action,Crime,Thriller,Family,Fantasy,Western,War,Horror,History,Animation,Comedy,Adventure,Mystery,Documentary,Music,Drama,release_year,production_companies_count,crew,cast
The Pit and the Pendulum,0,1,200000.0,4.392322,1,80.0,1,6.9,67.0,2000000.0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,1961,1,19,9
Damien: Omen II,1,1,6800000.0,10.235373,1,107.0,1,6.1,170.0,26518355.0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,1978,2,11,15
Airplane!,1,1,3500000.0,13.063203,1,88.0,1,7.1,1104.0,83453539.0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1980,1,30,23
An American Werewolf in Paris,0,1,22000000.0,7.145784,5,105.0,2,5.3,154.0,26570463.0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1997,2,12,21
National Lampoon's Vacation,1,1,15000000.0,7.747432,1,98.0,1,7.1,412.0,61399552.0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1983,1,6,24
Big,0,1,18000000.0,9.562292,1,104.0,1,6.9,1022.0,151668774.0,0,0,1,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,1,1988,3,11,15
The Pelican Brief,0,1,45000000.0,8.708306,1,141.0,1,6.3,377.0,195268056.0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,1,1993,1,34,12
Teaching Mrs. Tingle,0,1,13000000.0,8.345784,1,96.0,2,5.3,94.0,8946237.0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1999,3,29,17
Universal Soldier: The Return,1,1,45000000.0,7.805145,1,82.0,1,4.2,138.0,10667893.0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1999,2,8,12
In Too Deep,0,1,7000000.0,1.615319,1,97.0,3,6.3,18.0,14011454.0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1999,1,5,10
The 13th Warrior,0,1,160000000.0,10.308026,1,102.0,2,6.4,524.0,61698899.0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1999,1,17,19
The Astronaut's Wife,0,1,75000000.0,14.705865,1,109.0,1,5.5,263.0,19598588.0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1999,2,48,36
Chill Factor,0,1,70000000.0,3.062626,1,101.0,1,5.3,30.0,11263966.0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1999,2,14,9
Outside Providence,0,1,7000000.0,3.10924,1,96.0,1,5.6,30.0,7292175.0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1999,2,5,12
Stigmata,0,1,29000000.0,9.304144,1,103.0,3,6.0,248.0,50041732.0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1999,2,17,15
Stir of Echoes,1,1,12000000.0,5.875606,1,99.0,1,6.5,334.0,21133087.0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,1999,1,8,12
A Soldier's Story,0,1,6000000.0,12.019262,1,101.0,2,6.2,54.0,21821347.0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,1984,2,17,21
American Beauty,0,1,15000000.0,20.726578,1,122.0,1,7.9,3438.0,356296601.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1999,2,109,40
Stop Making Sense,0,1,1200000.0,2.359569,1,88.0,1,8.7,47.0,4978922.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1984,2,12,9
Blue Streak,0,1,65000000.0,6.229424,2,93.0,1,6.1,359.0,117758500.0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1999,1,9,51
Caligola,0,1,17500000.0,11.157288,2,156.0,2,5.3,147.0,23438120.0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1979,2,16,12
A Hard Day's Night,0,1,560000.0,5.719266,1,88.0,1,7.3,172.0,12299668.0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1964,3,9,14
The Buddy Holly Story,0,1,1200000.0,2.017413,1,113.0,1,7.5,33.0,14363400.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1978,2,3,19
Fright Night,1,1,9000000.0,7.472509,1,106.0,1,6.9,279.0,24922237.0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1985,3,6,11
Deliverance,0,1,2000000.0,8.476681,1,109.0,1,7.2,441.0,46122355.0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,1972,2,31,22
Excalibur,0,1,11000000.0,8.800455,2,140.0,1,7.1,241.0,34967437.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1981,2,12,16
Thumbelina,0,1,28000000.0,13.856199,2,87.0,1,6.1,117.0,11373501.0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,1,1994,2,14,16
Tommy,0,1,5000000.0,6.335814,1,111.0,1,6.5,69.0,34251525.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1975,3,12,15
Double Jeopardy,0,1,70000000.0,10.876463,2,105.0,1,6.2,282.0,177841558.0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,1,1999,1,7,8
Guinevere,0,1,2600000.0,4.004968,1,104.0,1,5.9,9.0,614202.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1999,3,12,11
Drive Me Crazy,0,1,8000000.0,4.606395,1,91.0,1,5.8,62.0,22593409.0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,1999,3,3,12
"Mystery, Alaska",0,1,28000000.0,4.512767,2,119.0,1,6.0,71.0,8888143.0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1999,1,3,27
Three Kings,0,1,75000000.0,12.287636,1,114.0,2,6.6,709.0,108000000.0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1999,6,18,17
"Happy, Texas",0,1,1700000.0,2.939685,1,98.0,1,5.5,39.0,1943649.0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1999,2,4,9
The Dark Half,0,1,15000000.0,13.412785,1,122.0,1,5.4,91.0,10611160.0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1993,2,52,19
Monkey Shines,0,1,7000000.0,8.120652,1,113.0,1,6.2,58.0,5344577.0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,1988,1,12,13
Phantasm,1,1,300000.0,6.609336,1,89.0,1,6.5,166.0,11988469.0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1979,2,10,12
Psycho II,1,1,5000000.0,6.370495,1,113.0,1,6.0,128.0,34725000.0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,1983,2,9,21
Random Hearts,0,1,64000000.0,4.140398,1,133.0,1,5.3,63.0,74608570.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1999,1,10,24
Boys Don't Cry,0,1,2000000.0,6.536006,1,118.0,1,7.2,360.0,11540607.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1999,5,26,24
The Limey,0,1,10000000.0,7.807741,1,89.0,2,6.6,110.0,3193102.0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,1,0,0,1,1999,1,31,14
Risky Business,0,1,6200000.0,6.505209,1,98.0,2,6.4,340.0,63541777.0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1983,1,6,8
Total Recall,0,1,65000000.0,12.954444,1,113.0,1,7.1,1745.0,261317921.0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1990,3,24,21
Ferris Bueller's Day Off,0,1,6000000.0,12.724645,1,103.0,1,7.5,1340.0,70136369.0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1986,1,10,13
The Year of Living Dangerously,0,1,6000000.0,13.293569,2,115.0,1,6.8,84.0,1317657.0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1982,2,9,10
High Plains Drifter,0,1,5500000.0,9.91087,1,105.0,1,7.4,284.0,15700000.0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1973,2,11,15
Hang 'em High,0,1,1800000.0,7.266576,1,114.0,1,6.7,197.0,6800000.0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1968,1,11,24
Reds,0,1,32000000.0,5.463216,1,195.0,5,7.1,70.0,40382659.0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1981,2,16,36
Niagara,0,1,1250000.0,14.605464,1,92.0,1,6.7,84.0,8500000.0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1953,1,28,27
South Pacific,0,1,6000000.0,2.747118,1,157.0,2,6.3,29.0,36800000.0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1958,4,38,165
Flashdance,0,1,4000000.0,9.888958,1,95.0,2,6.1,313.0,92921203.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1983,1,20,26
The Dirty Dozen,1,1,5400000.0,15.640007,2,150.0,5,7.5,309.0,45300000.0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1967,3,28,54
Goldfinger,1,1,2500000.0,13.78884,2,110.0,3,7.2,1005.0,124881062.0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1964,3,13,38
From Russia with Love,1,1,2000000.0,12.536729,1,115.0,4,6.9,773.0,78898765.0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1963,3,29,45
Dr. No,1,1,950000.0,19.931606,1,110.0,2,6.9,953.0,59600000.0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1962,2,12,11
The Blue Lagoon,1,1,4500000.0,11.578578,1,104.0,1,5.8,422.0,58853106.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1980,1,6,13
Per un pugno di dollari,1,0,200000.0,12.429704,3,99.0,2,7.6,909.0,14500000.0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1964,4,29,14
Hard Eight,0,1,3000000.0,7.04756,1,96.0,1,6.8,177.0,222559.0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1996,3,23,26
Home Alone 2: Lost in New York,1,1,18000000.0,13.293722,1,120.0,2,6.3,2459.0,358991681.0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,1,0,0,0,0,1992,2,12,18
Someone to Watch Over Me,0,1,17000000.0,3.50111,1,106.0,1,5.8,38.0,10278549.0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1987,1,3,15
Sparrows,0,1,463455.0,0.445526,1,84.0,1,8.0,9.0,966878.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1926,1,5,15
Naturally Native,0,1,700000.0,0.101618,1,107.0,1,0.0,0.0,10508.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1999,1,29,17
Fight Club,0,1,63000000.0,63.869599,2,139.0,1,8.3,9678.0,100853753.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1999,7,107,77
The Story of Us,0,1,50000000.0,5.769957,1,95.0,2,5.9,75.0,58900031.0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1999,2,29,17
Time Bandits,0,1,5000000.0,9.841623,1,116.0,1,6.6,255.0,42365581.0,0,1,0,0,0,0,1,1,0,0,0,0,0,1,1,0,0,0,0,1981,1,16,37
Crimes and Misdemeanors,0,1,19000000.0,6.645295,1,104.0,1,7.4,201.0,18254702.0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1989,2,41,39
The Best Man,1,1,9000000.0,5.055141,1,120.0,1,6.8,38.0,34573780.0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1999,2,2,8
RoboCop,1,1,13000000.0,13.485583,1,102.0,1,7.1,1494.0,53000000.0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1987,1,29,51
RoboCop 2,1,1,35000000.0,10.969876,1,117.0,1,5.6,498.0,45681173.0,0,1,0,1,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1990,1,80,57
Who Framed Roger Rabbit,0,1,70000000.0,16.78596,1,104.0,1,7.2,1466.0,329803958.0,0,0,0,0,1,0,1,1,0,0,0,0,1,1,0,0,0,0,0,1988,4,22,16
For Your Eyes Only,1,1,28000000.0,9.765123,2,127.0,3,6.3,497.0,195312802.0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1981,2,17,40
Licence to Kill,1,1,32000000.0,11.137888,2,133.0,2,5.9,549.0,156167015.0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1989,1,19,24
Live and Let Die,1,1,7000000.0,9.773768,1,121.0,2,6.4,540.0,161777836.0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1973,3,16,15
Thunderball,1,1,5500000.0,10.517835,4,130.0,2,6.5,572.0,141195658.0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1965,2,16,19
House on Haunted Hill,1,1,19000000.0,10.187278,1,93.0,1,5.5,211.0,40846082.0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,1999,2,95,15
Music of the Heart,0,1,27000000.0,3.104943,1,124.0,2,6.3,49.0,14859394.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1999,2,17,16
Being John Malkovich,0,1,13000000.0,11.416319,1,112.0,2,7.3,1124.0,22863596.0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,1999,3,23,17
Dreaming of Joseph Lees,0,1,2000000.0,1.241349,2,92.0,1,6.0,2.0,7.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1999,1,4,7
もののけ姫,0,0,26500000.0,17.166725,1,134.0,1,8.2,2041.0,159375308.0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,1997,4,68,14
The Bachelor,0,1,51000000.0,5.061725,1,101.0,1,4.5,84.0,36911617.0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1999,3,14,16
The Bone Collector,0,1,73000000.0,8.884406,1,118.0,1,6.5,843.0,151493655.0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,1,1999,2,120,21
The Insider,0,1,90000000.0,11.3569,1,157.0,4,7.3,489.0,60289912.0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1999,5,42,56
Creepshow,1,1,8000000.0,10.434018,1,120.0,2,6.7,228.0,21028755.0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,1982,3,15,21
Creepshow 2,1,1,3500000.0,9.330087,1,92.0,1,5.9,133.0,14000000.0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1987,2,21,15
Re-Animator,1,1,900000.0,9.867238,1,86.0,2,7.0,263.0,2023414.0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1985,1,9,8
Drugstore Cowboy,0,1,2500000.0,8.026112,1,100.0,1,7.0,117.0,4729352.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1989,1,17,13
Falling Down,0,1,25000000.0,10.175138,1,113.0,3,7.2,837.0,40903593.0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1993,4,24,19
My Best Girl,0,1,483103.0,0.205671,1,80.0,1,8.0,2.0,1027757.0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1927,1,10,23
Nighthawks,0,1,5000000.0,5.830675,1,99.0,2,6.4,87.0,19905359.0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1981,3,2,11
Spaceballs,0,1,22700000.0,9.10373,1,96.0,1,6.7,924.0,38119483.0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1987,2,22,28
Robin Hood,0,1,15000000.0,11.179855,1,83.0,1,7.0,1155.0,32056467.0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1973,1,15,15
La Guerre du feu,0,0,12000000.0,8.341166,3,100.0,1,7.2,111.0,55260558.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1981,2,7,19
Little Big Man,0,1,15000000.0,8.186994,1,139.0,1,7.5,128.0,31559552.0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,1970,2,7,22
Trading Places,0,1,40600000.0,14.285052,1,116.0,2,7.1,763.0,90400000.0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1983,2,19,15
Under the Rainbow,0,1,20000000.0,0.69162,1,98.0,1,4.9,7.0,2297493.0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1981,0,1,15
Anywhere But Here,0,1,23000000.0,12.593734,1,114.0,1,5.9,67.0,18653615.0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1999,2,5,13
Dogma,0,1,10000000.0,8.559088,1,130.0,1,6.8,842.0,30652890.0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,1999,2,38,25
Joan of Arc,0,0,60000000.0,9.471838,1,148.0,2,6.2,373.0,66976317.0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,1,0,0,0,1,1999,2,14,32
劇場版ポケットモンスター ミュウツーの逆襲,1,0,30000000.0,7.556826,2,75.0,1,6.7,336.0,163644662.0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1998,11,4,20
The Longest Day,0,1,10000000.0,10.770928,1,178.0,3,7.3,237.0,50100000.0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,1962,2,17,73
Tora! Tora! Tora!,0,1,25485000.0,7.262326,2,144.0,2,6.9,150.0,29548291.0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,1,0,0,0,1,1970,1,28,30
Mujeres al borde de un ataque de nervios,0,0,700000.0,5.470331,1,88.0,1,7.6,149.0,7179298.0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1988,1,9,16
The Verdict,0,1,16000000.0,9.596883,1,129.0,1,7.4,132.0,53977250.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1982,1,12,17
Sleepy Hollow,0,1,100000000.0,11.072361,2,105.0,1,6.9,1774.0,206071502.0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,1,1999,5,18,23
The World Is Not Enough,1,1,135000000.0,12.130127,2,128.0,2,6.0,878.0,361832400.0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1999,2,29,20
Todo sobre mi madre,0,0,8272296.0,10.000915,2,101.0,1,7.4,337.0,67872296.0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1999,2,32,27
Ladri di biciclette,0,0,133000.0,13.233136,1,93.0,1,8.0,404.0,361712.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1948,1,25,20
Matewan,0,1,4000000.0,3.350126,1,132.0,2,7.2,33.0,1680358.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1987,0,3,11
The Natural,0,1,28000000.0,12.319855,1,137.0,1,7.0,162.0,47951979.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1984,1,10,11
Fatal Attraction,0,1,14000000.0,14.260779,1,119.0,1,6.6,305.0,320145693.0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,1,1987,1,7,14
Stanley & Iris,0,1,23000000.0,1.914881,1,104.0,1,5.7,26.0,5820015.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1990,2,28,12
Midnight Run,0,1,30000000.0,5.564321,1,126.0,2,7.2,241.0,38413606.0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1988,2,19,8
Backdraft,0,1,75000000.0,9.883727,1,137.0,1,6.4,360.0,152368585.0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,1,0,0,1,1991,3,93,18
The Fisher King,0,1,24000000.0,11.184385,1,137.0,1,7.2,346.0,41895491.0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1991,1,12,25
The River,0,1,18000000.0,6.303384,1,122.0,1,6.5,21.0,11500000.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1984,1,6,15
End of Days,0,1,100000000.0,9.62371,1,121.0,3,5.5,488.0,211989043.0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,1999,1,139,13
Toy Story 2,1,1,90000000.0,17.547693,1,92.0,1,7.3,3914.0,497366869.0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,1999,1,172,24
Ride with the Devil,0,1,38000000.0,7.059308,1,138.0,1,6.6,49.0,635096.0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,1999,2,20,11
Tumbleweeds,0,1,312000.0,0.88888,1,102.0,1,6.2,11.0,1281176.0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1999,1,1,3
The End of the Affair,0,1,23000000.0,6.200344,2,102.0,2,6.6,56.0,10827816.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1999,1,16,13
The Bonfire of the Vanities,0,1,47000000.0,5.507082,1,125.0,1,5.3,113.0,15691192.0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1990,1,12,22
The Two Jakes,1,1,19000000.0,4.476578,1,138.0,1,6.2,48.0,10000000.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1990,1,8,18
Deuce Bigalow: Male Gigolo,1,1,17000000.0,6.567794,1,88.0,1,5.4,314.0,65535067.0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1999,3,7,16
The Green Mile,0,1,60000000.0,19.96678,1,189.0,2,8.2,4166.0,284600000.0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1999,3,48,33
The Cider House Rules,0,1,24000000.0,9.526781,1,126.0,1,6.9,285.0,88545092.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1999,3,32,19
The Last Picture Show,1,1,1300000.0,5.961382,1,118.0,1,7.6,133.0,29133000.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1971,2,11,22
Bicentennial Man,0,1,100000000.0,9.369918,2,131.0,1,6.9,998.0,93700000.0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1999,5,10,17
Stuart Little,1,1,133000000.0,8.3595,2,84.0,1,5.8,998.0,300135367.0,0,0,0,0,0,0,1,1,0,0,0,0,1,1,0,0,0,0,0,1999,3,9,18
Fantasia 2000,1,1,80000000.0,14.972573,1,74.0,1,7.0,300.0,90874570.0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,1999,1,46,12
Magnolia,0,1,37000000.0,9.091636,1,188.0,3,7.5,844.0,48451803.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1999,3,44,29
Onegin,0,1,14000000.0,7.171138,3,104.0,1,5.8,26.0,206128.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1999,2,3,5
Simpatico,0,1,10000000.0,3.143748,3,106.0,1,5.3,6.0,929606.0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1999,4,4,6
Any Given Sunday,0,1,55000000.0,10.571434,1,163.0,1,6.8,430.0,100230832.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1999,3,44,73
Man on the Moon,0,1,82000000.0,13.217419,1,118.0,1,6.9,444.0,47434430.0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1999,1,19,17
Galaxy Quest,0,1,45000000.0,15.831374,1,102.0,1,6.9,722.0,90683916.0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1999,2,46,21
The Talented Mr. Ripley,0,1,40000000.0,11.65502,1,139.0,2,7.1,790.0,128798265.0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1999,4,58,63
Next Friday,1,1,11000000.0,10.06545,1,98.0,1,6.5,145.0,59827328.0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2000,1,8,17
The Hurricane,0,1,50000000.0,5.716009,1,146.0,1,7.2,401.0,73956241.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1999,3,20,79
Angela's Ashes,0,1,25.0,4.496585,2,145.0,1,7.0,59.0,13.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1999,2,7,27
Play It to the Bone,0,1,24000000.0,4.347609,1,124.0,2,5.7,53.0,8434146.0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1999,1,3,24
Supernova,0,1,90000000.0,5.496624,2,91.0,1,4.9,109.0,14828081.0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,2000,4,59,12
Theeviravaathi: The Terrorist,0,1,24554.0,0.154526,0,95.0,1,8.1,4.0,140021.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1998,0,1,4
Papillon,0,1,12000000.0,15.698433,1,151.0,2,7.8,445.0,53267000.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1973,3,36,26
Dead Calm,0,1,10000000.0,13.464246,2,96.0,2,6.6,178.0,7825000.0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,1,1989,1,5,7
Fast Times at Ridgemont High,0,1,4500000.0,14.658885,1,90.0,1,7.0,330.0,27092880.0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1982,2,15,34
A Cry in the Dark,0,1,15000000.0,3.970538,2,120.0,1,6.4,49.0,6908797.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1988,4,15,13
Batman: Mask of the Phantasm,1,1,6000000.0,7.29114,1,76.0,2,7.4,218.0,5617391.0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,1993,2,9,19
Poison,0,1,250000.0,1.924535,1,85.0,1,6.4,15.0,609524.0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1991,1,4,5
Isn't She Great,0,0,36000000.0,0.907927,1,95.0,1,4.6,14.0,3003296.0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,2000,7,9,8
Malcolm X,0,1,34000000.0,14.207001,1,202.0,2,7.3,377.0,48169908.0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1992,3,17,69
