ScreenResolution,Cpu,Ram,Memory,Gpu,OpSys,Price,Inches_OpSys_Weight,Inches_Cpu_Gpu,Company_Cpu,Inches_OpSys_Weight_Inches_Cpu_Gpu
0,56,6,4,47,5,766.4582730771797,2135,18424,224,39335240
8,89,9,16,47,5,1668.6319442899412,2250,41830,623,94117500
0,74,9,10,53,5,600.6518788795692,7000,54908,296,384356000
15,106,9,16,35,5,1352.014594967406,3350,37100,1060,124285000
11,102,1,29,75,5,2112.4880414710656,10500,107100,1020,1124550000
24,41,8,35,43,5,499.4771619907891,1020,7052,123,7193040
8,104,9,16,55,5,1587.4251896678306,8120,80080,728,650249600
8,59,9,10,72,2,664.1155138273966,5658,97704,118,552809232
10,103,1,18,80,5,3113.6672080450303,17600,164800,412,2900480000
15,102,9,5,76,5,1289.296282288028,9240,108528,408,1002798720
8,106,9,20,7,5,1270.8300887712192,6300,10388,424,65444400
8,99,9,16,53,2,1222.5510045164303,1260,52470,396,66112200
8,102,0,18,80,5,2223.7301710903957,12560,130560,714,1639833600
13,37,6,25,43,5,332.61396756179494,180,3182,444,572760
0,36,6,7,41,1,299.2413286759961,34,2952,540,100368
15,97,9,16,53,5,1123.5455091552271,1785,35987,970,64236795
15,60,6,4,53,5,666.3403564197832,3550,31800,600,112890000
12,99,1,29,72,5,2719.870069192604,8610,99792,990,859209120
8,104,1,29,104,5,2724.3197543773776,9170,151424,1040,1388558080
8,25,9,18,37,5,1885.5540970476336,12400,14800,50,183520000
0,36,6,26,41,5,386.0101897790731,7490,20664,252,154773360
38,105,1,29,52,1,2446.214430329054,88,21840,630,1921920
4,97,3,29,53,5,2649.787527532427,3150,92538,970,291494700
8,74,6,16,53,2,621.8435045720514,4200,54908,148,230613600
2,8,9,10,15,5,577.3466527243197,11680,1920,80,22425600
8,83,6,16,7,5,833.2035508487774,8050,8134,332,65478700
15,74,9,16,53,5,1589.6500322602174,950,19610,740,18629500
8,113,6,4,44,5,388.2350323714597,8050,69608,1130,560344400
15,102,9,5,75,5,1222.5510045164303,8050,107100,714,862155000
8,79,9,16,69,5,1311.544708211894,3000,54510,316,163530000
0,74,6,26,53,2,491.46772865819736,3528,54908,0,193715424
8,114,9,36,108,5,2217.055643313235,7700,172368,456,1327233600
8,77,9,16,75,5,1143.2798629496965,8050,80850,847,650842500
37,100,1,29,58,6,2880.058735844439,1344,46400,1300,62361600
0,74,9,4,53,5,655.2161434578502,5670,54908,518,311328360
15,94,1,16,108,5,2197.032059981756,7210,142128,376,1024742880
15,104,9,29,53,5,1706.4542683605134,8120,77168,728,626604160
8,74,9,16,53,5,1496.2066433799807,3050,39220,740,119621000
8,106,9,5,7,5,1089.060448973235,8400,10388,424,87259200
36,112,6,26,42,5,532.8498008765879,480,9408,448,4515840
15,101,9,10,79,5,2276.01397201148,14080,127664,404,1797509120
37,52,6,4,52,6,1100.184661935168,1296,21632,676,28035072
37,100,9,16,58,6,2001.2459118517363,3696,127600,1300,471609600
2,56,9,16,47,5,711.838387434089,10480,42112,392,441333760
8,56,6,10,72,5,605.157185129152,7700,56448,0,434649600
0,36,6,4,41,5,483.90326384408297,510,2952,0,1505520
8,74,9,10,53,5,833.2035508487774,8470,54908,148,465070760
15,97,9,29,31,4,888.8246156584421,2280,30070,970,68559600
8,104,9,16,104,5,2324.9605090439845,9450,151424,1040,1430956800
0,113,6,26,43,5,338.17607404276146,10500,68026,226,714273000
0,56,6,26,85,5,521.725587914655,8050,66640,0,536452000
8,83,9,22,7,5,844.3277638107102,6300,8134,332,51244200
15,102,0,10,79,5,1890.0037822324068,13280,128928,714,1712163840
20,91,0,16,47,5,2066.8787683271407,2550,42770,910,109063500
11,106,9,29,61,5,2223.7301710903957,1120,45262,742,50693440
8,74,9,26,1,5,1283.7341758070615,6160,1036,518,6381760
38,82,9,4,52,1,1418.33715264645,88,17056,492,1500928
7,83,9,16,61,5,2048.913164393619,1540,35441,332,54579140
12,92,0,5,48,5,1445.035263755089,6580,61824,184,406801920
0,58,9,4,47,5,823.1917591830377,3500,27260,232,95410000
8,102,9,16,101,5,2678.7104812334524,8280,247248,408,2047213440
8,74,9,9,53,5,1517.3426480076532,3550,39220,740,139231000
40,118,10,40,110,9,1222.5510045164303,42525,324500,2242,13799362500
15,74,9,16,53,5,1859.968407235188,315,27454,1184,8648010
15,106,9,29,72,5,1403.8756757959372,7140,106848,424,762894720
0,59,6,10,53,5,652.5463323469863,7280,43778,236,318703840
15,83,6,4,61,5,807.6178610363315,1750,35441,581,62021750
8,30,6,35,40,5,276.88166062251094,5460,16800,90,91728000
0,54,6,4,47,5,628.5180323492112,8610,35532,540,305930520
15,83,9,16,61,5,1166.9299397067657,3350,50630,830,169610500
15,94,1,29,108,5,2600.8409904999216,7210,142128,376,1024742880
8,102,1,29,75,5,2112.4880414710656,6580,107100,408,704718000
15,97,1,29,53,5,2000.133490555543,950,25705,970,24419750
8,97,1,29,53,5,2169.221527576924,75,25705,194,1927875
15,74,9,16,72,5,1125.7592275346517,8610,74592,740,642237120
7,97,5,29,53,5,3113.6672080450303,315,35987,1552,11335905
8,102,9,5,75,5,1501.768749860947,6090,107100,204,652239000
0,1,9,10,34,5,644.0919304959173,8050,476,0,3831800
13,92,3,18,90,5,1411.6626248692903,13840,132480,184,1833523200
9,68,9,9,47,5,1222.5510045164303,1050,15980,680,16779000
8,106,9,16,61,5,999.9555031481522,7210,90524,1060,652678040
8,99,9,12,53,5,1945.6248470420717,2450,52470,693,128551500
15,59,9,16,53,5,1055.6878100874362,1785,21889,590,39071865
15,74,9,16,53,5,1013.415800832091,8610,54908,740,472757880
0,37,6,35,43,6,378.22324070572006,396,3182,74,1260072
0,74,9,16,6,5,688.5776581306872,5670,6216,518,35244720
13,83,9,16,61,5,1778.761652613077,2295,45567,830,104576265
0,37,6,26,43,5,332.61396756179494,5350,15910,370,85118500
0,36,6,8,41,1,294.79164349122294,56,2952,360,165312
8,74,9,16,53,5,1055.6878100874362,1610,27454,740,44200940
8,97,9,18,53,5,1361.603666540592,10500,71974,194,755727000
15,83,6,10,98,5,681.9142545664893,8050,113876,0,916701800
15,97,9,29,53,5,1471.7333748637282,1260,35987,679,45343620
15,102,9,18,79,4,1278.172069326095,7056,112812,1020,796001472
13,74,9,4,53,5,1000.0667452777716,1120,27454,296,30748480
8,97,6,26,72,5,710.8372082675149,8050,97776,0,787096800
8,74,9,10,53,5,929.984203617594,7280,54908,296,399730240
8,106,1,20,7,5,1356.308541170712,8050,10388,424,83623400
15,106,1,16,98,4,1557.334193605802,4704,145432,1908,684112128
0,37,4,23,43,5,272.5432175673571,220,3182,74,700040
36,83,6,10,61,5,580.0943333259171,6440,70882,581,456480080
8,102,3,29,96,5,3301.666407101697,7770,137088,204,1065173760
8,74,9,16,69,5,988.9425323158384,6440,71484,518,460356960
8,102,1,18,94,5,1673.0816294747144,13440,153408,204,2061803520
15,102,9,18,79,5,1556.2773933744186,10850,112812,1020,1224010200
15,97,9,16,53,5,1556.2773933744186,1225,35987,679,44084075
8,78,9,16,53,5,1423.5989053774445,3000,41340,312,124020000
0,56,6,4,47,5,766.4582730771797,4130,36848,392,152182240
15,83,9,5,7,2,988.9425323158384,4672,9296,332,43430912
8,68,9,16,47,7,1490.6445368990142,11340,57528,680,652367520
8,97,6,10,66,5,888.8246156584421,8050,89628,970,721505400
0,56,9,22,67,4,510.6013749527221,6440,52528,560,338280320
8,74,6,26,24,5,650.7664582730771,8610,24864,296,214079040
8,79,9,16,53,5,1531.804124858166,6160,58618,316,361086880
15,102,1,5,80,5,3351.469508532271,14080,130560,408,1838284800
15,74,9,26,53,5,956.682314726233,6860,54908,1184,376668880
12,97,9,18,89,5,1445.035263755089,10500,120862,194,1269051000
15,41,6,25,43,5,410.48345829532553,1155,12341,492,14253855
15,77,9,5,79,5,1834.3827174227424,8610,85162,154,733244820
8,99,9,16,69,5,1522.9047544886198,5740,95634,396,548939160
8,83,9,16,7,5,887.0558657974948,8050,8134,332,65478700
8,112,6,16,42,5,443.8449729681624,5250,65856,784,345744000
8,102,0,10,79,5,2001.2459118517363,10560,128928,714,1361479680
15,97,9,16,72,5,955.5698934300397,3800,69840,970,265392000
31,106,9,16,61,5,1556.2773933744186,1155,45262,424,52277610
8,56,6,4,47,5,818.5974592297594,3150,26320,224,82908000
21,97,9,16,53,5,1273.7223841413218,1260,35987,679,45343620
8,77,9,10,75,2,887.7121943622489,3528,80850,0,285238800
0,17,6,26,13,5,388.2350323714597,10500,3094,34,32487000
8,59,6,4,53,5,784.813224464369,7490,43778,413,327897220
8,74,6,26,53,5,873.250717511736,3800,39220,740,149036000
8,68,6,10,47,4,514.3279862949696,5656,44744,680,253072064
8,56,6,26,47,5,441.63125458873776,5250,36848,392,193452000
15,97,9,29,53,5,1923.3764211182056,6090,71974,970,438321660
8,56,6,4,47,5,555.0982268004539,8050,36848,560,296626400
8,74,9,16,53,5,1242.5634636349478,6160,54908,296,338233280
15,102,1,18,80,5,3002.425078425701,14080,130560,408,1838284800
2,56,9,10,47,5,605.3240483235811,10720,42112,392,451440640
8,97,9,10,69,5,1423.8992591274164,10640,107088,679,1139416320
0,37,6,26,43,2,249.18237034729788,4200,22274,74,93550800
15,30,6,23,40,5,283.66743052929,1295,8400,360,10878000
2,97,8,5,72,5,1055.6878100874362,11680,111744,970,1305169920
15,2,8,4,7,5,632.856475404365,5670,196,14,1111320
0,56,6,10,22,5,687.3651189178364,7280,17248,224,125565440
13,38,6,23,43,5,388.2350323714597,280,3268,0,915040
8,60,6,4,53,5,700.8254166017754,6510,44520,600,289825200
19,47,1,29,46,5,2185.907847019823,630,15134,329,9534420
15,102,9,16,109,5,3336.1514672836893,12880,177888,1020,2291197440
8,77,9,5,75,5,933.3214675061738,9170,80850,154,741394500
11,83,9,4,61,5,1778.761652613077,805,35441,332,28530005
0,78,6,26,53,5,1066.8120230493691,5740,57876,312,332208240
40,118,10,40,110,9,1222.5510045164303,42525,324500,2242,13799362500
8,113,6,26,44,5,382.6729258904932,8050,69608,1130,560344400
0,74,6,26,53,5,1101.297083231361,4500,39220,740,176490000
2,79,9,26,101,5,2070.2049080027587,12160,127664,553,1552394240
0,112,9,22,42,5,432.7318842191914,4150,47040,784,195216000
15,15,8,16,7,5,721.961421229448,5880,1470,105,8643600
8,74,9,16,53,5,923.3096758404342,8610,54908,740,472757880
8,83,6,26,53,5,762.0085878924066,6510,61586,830,400924860
8,30,6,25,40,5,276.99290275213025,2550,12000,360,30600000
7,97,1,29,53,5,2074.6657174004936,1300,51410,1552,66833000
15,93,5,18,80,5,2962.3779117627428,14320,119040,930,1704652800
8,103,1,31,80,5,3035.7977173115,13600,131840,1133,1793024000
8,97,9,16,24,2,833.2146750617393,3220,32592,388,104946240
15,41,6,25,43,5,432.7318842191914,2350,17630,492,41430500
0,78,9,26,53,5,1121.899125636861,6160,57876,312,356516160
8,59,6,4,53,5,799.8309119629785,1750,21889,413,38305750
8,99,1,16,69,5,1710.2253765546086,5740,95634,396,548939160
0,36,6,7,41,1,328.1642823770218,58,2952,144,171216
8,93,1,5,93,5,2613.077624758048,14240,138384,1023,1970588160
15,102,1,18,75,5,1666.4071016975547,13280,122400,714,1625472000
15,91,0,16,47,5,1861.0808285313813,9350,42770,910,399899500
36,106,0,10,53,5,677.4645693817162,8050,78652,1060,633148600
15,77,9,5,79,5,1968.985694262131,11200,97328,154,1090073600
36,74,9,10,47,5,822.0793378868443,8050,48692,148,391970600
8,5,0,29,7,5,1055.6878100874362,8050,490,50,3944500
36,48,6,4,52,5,670.7900416045563,4305,52416,192,225650880
8,102,1,5,75,5,1890.0037822324068,9170,107100,1530,982107000
8,56,6,26,47,4,588.4708656862526,9344,42112,560,393494528
0,58,9,10,47,5,510.6013749527221,7980,38164,580,304548720
13,97,9,29,53,5,2252.653124791421,1365,35987,970,49122255
15,77,9,16,55,5,1639.7089905889156,3550,42350,770,150342500
7,74,9,16,53,5,1857.7435646428012,900,19610,296,17649000
7,102,9,16,108,5,1961.1987451887776,6580,154224,408,1014793920
8,97,9,16,53,5,1356.0415600596257,5110,71974,679,367787140
0,59,6,26,53,5,743.6313880792933,7490,43778,413,327897220
8,41,6,23,43,5,365.9866064475938,3150,17630,0,55534500
8,93,1,5,91,5,2446.214430329054,13600,135408,1023,1841548800
0,56,6,10,22,2,517.2759027298818,2912,17248,224,50226176
6,102,1,20,79,5,2557.4565599483835,5530,112812,1122,623850360
15,89,9,16,47,5,1556.2773933744186,8050,58562,1424,471424100
8,74,8,10,53,5,627.4056110530179,8820,54908,740,484288560
13,102,9,16,55,5,1445.035263755089,10500,78540,1020,824670000
0,112,6,2,42,5,388.2350323714597,3150,47040,0,148176000
12,116,5,12,104,5,5449.751930050948,9170,168896,1160,1548776320
8,92,1,10,88,5,977.8294435668676,9100,113344,368,1031430400
0,54,6,10,47,2,493.8038133802032,2912,35532,216,103469184
0,54,6,10,47,2,399.3592453333926,3136,35532,216,111428352
0,78,6,26,53,2,966.6941063919726,2296,57876,312,132883296
8,102,9,5,75,5,1299.3080739537677,13440,122400,204,1645056000
40,118,10,40,110,9,1222.5510045164303,42525,324500,2242,13799362500
8,97,9,29,53,5,1545.1531804124857,5110,71974,679,367787140
8,102,1,18,80,5,2522.815760784924,10290,114240,1122,1175529600
27,40,6,23,41,1,421.60767125725846,56,3280,0,183680
0,78,9,16,53,5,1250.3615369212628,5800,41340,546,239772000
8,68,9,16,47,7,1629.6971989231758,4270,31960,680,136469200
8,83,6,10,7,5,863.2389258459963,8050,8134,332,65478700
0,74,9,16,53,5,888.8246156584421,8050,54908,370,442009400
0,68,6,26,47,7,1036.7766480521502,7546,44744,476,337638224
40,118,10,40,110,9,1222.5510045164303,42525,324500,2242,13799362500
8,30,4,23,40,5,265.8686897901973,2550,12000,360,30600000
8,74,6,4,53,4,520.6131666184617,6440,54908,740,353607520
7,74,8,10,53,5,710.8483324804769,1995,27454,148,54770730
40,118,10,40,110,9,1222.5510045164303,42525,324500,2242,13799362500
8,97,1,29,53,5,2113.6004627672587,4450,51410,194,228774500
8,102,1,18,76,5,1645.271097069882,9240,108528,408,1002798720
8,83,6,16,61,5,922.1972545442408,5530,70882,830,391977460
8,56,6,10,67,5,644.0919304959173,8050,52528,560,422850400
0,37,9,10,43,5,443.8560971811244,10500,22274,74,233877000
8,77,9,10,75,5,1008.5433955547644,6090,80850,154,492376500
31,83,9,16,61,5,2079.115402585267,875,35441,332,31010875
0,36,4,23,41,5,276.99290275213025,2200,14760,360,32472000
13,97,9,16,53,5,1954.991434356019,1365,35987,970,49122255
5,102,1,12,75,5,2668.698689567713,6580,107100,408,704718000
15,102,9,5,77,5,1233.6752174783633,9170,109956,1020,1008296520
2,14,9,10,17,5,579.4602531870869,10275,3570,98,36681750
15,97,1,29,53,5,2725.432175673571,800,51410,970,41128000
15,102,9,10,76,4,1300.4204952499608,7336,108528,204,796161408
0,56,6,26,47,5,500.5895832869824,8820,36848,0,324999360
0,36,6,23,40,5,304.80343515696256,2250,14400,360,32400000
15,74,9,16,39,5,1022.3151712016372,3950,28860,0,113997000
8,102,1,16,79,5,2891.182948806372,4200,80580,1428,338436000
8,68,9,16,47,5,1349.3670322824655,1155,22372,1088,25839660
15,97,9,16,53,5,1762.075333170178,950,25705,970,24419750
15,93,5,29,82,5,3113.6672080450303,13360,122016,186,1630133760
8,77,9,10,75,2,788.7066990010455,3528,80850,0,285238800
8,83,9,16,61,5,1612.8996373506573,1155,35441,332,40934355
8,102,9,5,76,5,1325.783700803168,8050,108528,1122,873650400
0,56,6,26,47,4,405.922530980933,4200,36848,392,154761600
15,74,9,26,53,5,1183.616259149665,6860,54908,1184,376668880
8,106,9,16,7,5,1022.3151712016372,12880,10388,424,133797440
8,106,1,20,7,5,1262.598171179389,8050,10388,424,83623400
15,92,9,5,87,5,1330.4558702471795,10920,112056,920,1223651520
12,102,5,31,80,5,3501.201414999888,14080,130560,408,1838284800
8,71,9,16,47,5,1367.1657730215586,2700,33370,284,90099000
0,37,6,26,43,5,466.1045231049903,8050,22274,370,179305700
8,68,6,26,47,5,595.1453934634123,8050,44744,680,360189200
3,56,8,10,24,5,599.5950786481856,6440,18816,392,121175040
8,102,9,5,79,5,1653.9146105413038,11520,128928,1122,1485250560
0,57,6,4,47,5,553.9858055042605,7490,37506,912,280919940
40,118,10,40,110,9,1222.5510045164303,42525,324500,2242,13799362500
8,97,9,10,7,5,828.7538656640041,7490,9506,679,71199940
15,74,9,16,53,5,1399.4259906111645,6860,54908,1184,376668880
0,56,6,4,47,2,458.3175740316372,2996,36848,0,110396608
37,99,9,16,58,6,2077.8361180946445,1296,45936,1287,59533056
8,74,9,5,24,5,909.9049992213048,5600,24864,740,139238400
13,74,9,16,53,5,1150.2436202638662,1470,27454,740,40357380
0,21,6,4,13,5,388.2350323714597,13225,6279,210,83039775
13,59,6,4,72,5,777.5824860391126,2950,42480,413,125316000
8,102,1,18,75,5,1439.4731572741227,8820,107100,1122,944622000
8,74,9,16,53,5,1262.598171179389,1100,39220,148,43142000
36,37,9,35,43,1,550.6485416156805,102,3182,259,324564
15,106,9,29,53,5,2557.4565599483835,770,78652,954,60562040
8,77,1,16,76,5,1445.035263755089,9170,81928,0,751279760
8,77,9,16,75,5,1110.0852114712882,8050,80850,847,650842500
0,37,6,4,43,5,466.1045231049903,5250,22274,74,116938500
8,77,1,5,79,5,2281.5760784924464,10710,85162,308,912085020
15,56,6,16,19,5,777.5824860391126,10480,17024,392,178411520
13,106,9,29,61,5,1667.519522993748,735,45262,1060,33267570
8,103,1,18,80,5,3130.0754221638817,11200,115360,412,1292032000
0,74,6,26,6,5,681.4804102609739,5250,6216,518,32634000
0,56,6,10,24,5,607.0149286937949,8050,18816,224,151468800
15,0,8,22,29,5,632.9677175339843,10720,0,0,0
0,33,6,26,45,5,353.74997218946754,7490,20790,330,155717100
0,33,6,23,45,1,417.1579860724853,470,14850,0,6979500
8,74,6,16,53,5,777.5824860391126,3550,39220,740,139231000
8,102,9,26,101,5,2122.488708923844,12160,164832,714,2004357120
39,97,9,16,53,5,2881.171157140632,2200,51410,970,113102000
15,74,9,16,53,5,1082.3859211960753,1995,27454,1184,54770730
0,34,6,23,40,5,299.2413286759961,510,2720,0,1387200
7,97,1,29,53,5,1945.6248470420717,2000,51410,970,102820000
7,49,6,35,46,1,744.2098471533138,165,11270,98,1859550
7,89,1,29,47,5,2088.014772954813,1330,29281,1424,38943730
40,118,10,40,110,9,1222.5510045164303,42525,324500,2242,13799362500
8,77,9,10,75,5,911.073041582308,8960,80850,308,724416000
8,13,6,16,7,5,443.8560971811244,8050,1274,130,10255700
0,5,9,10,25,5,477.2287360669232,8050,1750,50,14087500
8,74,6,11,53,5,691.3142145193226,7490,54908,740,411260920
0,56,6,26,47,4,500.5895832869824,4480,36848,560,165079040
8,74,9,16,53,5,884.3749304736689,7280,54908,296,399730240
13,83,2,16,61,5,1111.3088748971008,2205,35441,0,78147405
8,89,1,29,107,7,2063.5415044385604,10192,133322,890,1358817824
8,70,9,16,47,5,1324.8937637662134,3950,32900,700,129955000
15,1,8,22,7,5,728.6470732195696,11040,112,7,1236480
15,102,9,5,76,5,1389.4141989454245,9170,108528,1020,995201760
8,79,9,16,69,2,1211.4267915544974,1200,54510,316,65412000
8,74,9,10,53,2,807.6178610363315,2408,54908,296,132218464
8,37,6,23,43,5,331.5015462656017,2850,15910,74,45343500
8,78,1,29,53,5,1587.046966427125,5740,57876,312,332208240
15,74,9,16,66,5,953.4229203283866,3800,48840,740,185592000
8,78,9,16,53,5,1311.544708211894,6160,57876,312,356516160
0,7,6,26,15,5,331.5015462656017,7420,1470,70,10907400
16,28,6,24,41,5,294.79164349122294,2550,11480,336,29274000
8,97,9,16,69,5,1334.905555431953,10640,107088,679,1139416320
20,89,7,29,47,5,1876.2542550114576,950,41830,890,39738500
27,74,9,16,53,5,930.65165639531,1925,27454,518,52848950
15,74,9,16,53,5,1667.519522993748,1750,39220,740,68635000
6,102,5,13,80,5,4070.794491289741,13920,130560,408,1817395200
8,102,9,5,76,5,1500.0778694907333,11520,124032,1122,1428848640
0,74,6,10,53,4,544.9751930050948,4928,54908,740,270586624
40,118,10,40,110,9,1222.5510045164303,42525,324500,2242,13799362500
7,59,6,10,53,5,721.961421229448,2275,21889,236,49797475
0,74,9,10,30,2,655.7946025318707,3276,31080,296,101818080
8,14,6,10,6,5,543.9740138385208,7490,1176,98,8808240
15,92,1,5,79,5,2152.5352081340243,13760,116288,0,1600122880
0,74,0,10,53,5,721.961421229448,7840,54908,296,430478720
8,15,8,5,6,5,723.0738425256412,7490,1260,105,9437400
0,74,6,26,53,5,621.8435045720514,8820,54908,0,484288560
15,74,9,16,53,5,1067.9244443455625,1610,27454,740,44200940
8,97,6,10,53,5,866.5761897345762,5180,71974,970,372825320
8,102,1,16,103,5,2690.947115491578,9590,147084,714,1410535560
7,83,9,10,61,5,733.0856341913808,1855,35441,332,65743055
8,102,1,18,79,5,2329.9441564509307,5530,112812,1122,623850360
0,56,6,26,47,5,456.9826684762052,8820,36848,0,324999360
8,97,9,5,72,5,1342.692504505306,6860,97776,388,670743360
0,56,9,16,47,5,739.7601619685406,10500,36848,224,386904000
13,74,9,16,53,5,1707.5666896567066,1400,39220,1184,54908000
7,74,9,16,53,5,1111.3088748971008,3550,39220,740,139231000
12,99,1,12,107,5,3669.8778561416775,9170,148302,990,1359929340
0,36,4,23,41,1,367.09902774378713,620,14760,0,9151200
8,97,1,16,53,5,1834.3827174227424,70,35987,1455,2519090
40,118,10,40,110,9,1222.5510045164303,42525,324500,2242,13799362500
0,74,9,16,53,5,1253.3761986339466,3150,39220,296,123543000
15,115,1,16,102,7,4882.4170689923685,18816,187680,805,3531386880
36,36,6,4,41,5,528.4001156918147,510,2952,360,1505520
8,71,9,16,47,5,2113.6004627672587,5110,46718,497,238728980
0,70,6,10,86,4,644.0919304959173,7000,84280,140,589960000
40,118,10,40,110,9,1222.5510045164303,42525,324500,2242,13799362500
0,97,6,16,53,5,945.4468596346808,8470,71974,194,609619780
19,69,9,16,50,5,1333.7931341357598,1470,24150,690,35500500
15,77,9,5,75,5,1222.5510045164303,8050,80850,539,650842500
8,92,9,16,100,7,1736.4896433577323,12740,128800,644,1640912000
12,102,1,18,80,5,3191.525574565599,12320,114240,408,1407436800
0,74,6,16,53,5,666.3403564197832,7490,54908,0,411260920
15,102,9,5,75,5,1165.8175184105723,9170,107100,1020,982107000
8,99,1,16,53,5,2067.991189623334,500,26235,396,13117500
38,82,9,16,52,1,1734.2648007653456,88,17056,492,1500928
21,74,9,16,53,5,1255.9236434022291,1155,27454,148,31709370
0,56,6,26,47,5,944.4456804681068,2135,18424,224,39335240
0,68,6,4,47,5,728.6359490066077,2205,22372,0,49330260
0,113,6,10,66,5,523.216232451554,11680,119328,226,1393751040
26,92,1,5,89,5,1222.5510045164303,9730,114632,368,1115369360
7,97,9,16,53,5,1778.761652613077,1190,35987,1455,42824530
0,113,6,10,44,2,331.5015462656017,2996,69608,0,208545568
8,97,1,39,30,5,1314.0699045542526,8610,40740,388,350771400
7,97,1,16,8,5,2001.2459118517363,3900,9312,1455,36316800
9,68,6,4,47,5,1134.66972211716,3350,31960,1088,107066000
8,102,9,10,75,5,1222.5510045164303,9240,107100,408,989604000
40,118,10,40,110,9,1222.5510045164303,42525,324500,2242,13799362500
7,97,0,22,72,5,933.3214675061738,8610,97776,194,841851360
6,94,1,29,102,7,2636.4384719781074,12838,134232,940,1723270416
15,59,6,4,53,5,707.4999443789351,3950,31270,0,123516500
8,102,1,29,79,5,3224.90933766436,4200,80580,1428,338436000
3,110,9,4,44,5,647.3179522548779,10500,67760,220,711480000
15,102,5,13,81,5,3992.257547778494,14080,132192,408,1861263360
15,92,1,18,80,5,2614.190046054241,14000,117760,184,1648640000
15,91,1,29,68,5,1962.311166484971,2400,61880,1456,148512000
0,42,9,10,42,4,365.9866064475938,6440,24696,420,159042240
8,97,1,29,53,5,2557.4565599483835,3550,51410,970,182505500
15,102,1,18,79,5,2103.588671101519,3150,80580,1122,253827000
8,77,9,5,75,5,1211.4267915544974,8050,80850,847,650842500
15,102,6,10,75,5,1111.3088748971008,8820,107100,1020,944622000
15,102,1,18,79,5,2557.4565599483835,13760,128928,0,1774049280
8,77,9,16,75,5,1095.7349767503947,9240,80850,308,747054000
8,102,9,5,95,5,1489.5321156028208,7770,135660,204,1054078200
3,37,6,23,43,5,225.7102809976194,1200,15910,629,19092000
13,97,9,29,53,5,2191.4699535007894,1365,35987,970,49122255
7,74,9,16,31,5,1066.8120230493691,6720,32116,740,215819520
22,44,9,28,49,3,1295.9708100651876,36,6468,44,232848
30,74,9,16,53,5,2591.941620130375,2200,39220,740,86284000
0,37,6,23,43,5,332.61396756179494,2950,15910,74,46934500
0,74,9,4,53,5,901.0612499165684,5880,54908,296,322859040
13,97,9,16,53,5,1500.656328564754,1800,46269,970,83284200
8,56,9,16,23,5,822.0793378868443,10500,18032,224,189336000
8,102,9,16,103,5,2297.038734509533,10640,147084,714,1564973760
8,74,9,16,53,5,1222.5510045164303,8470,54908,148,465070760
8,74,9,16,53,5,1667.519522993748,1120,27454,296,30748480
5,77,9,16,75,5,1945.6248470420717,6580,80850,308,531993000
0,113,6,4,44,5,827.6414443678109,590,9944,452,5866960
0,78,9,16,53,5,1545.1531804124857,725,20670,546,14985750
0,68,6,26,47,5,867.6886110307695,7490,44744,1088,335132560
0,3,9,22,26,5,699.7129953055821,6440,1092,21,7032480
6,102,1,29,76,5,1867.7553563085407,9240,108528,408,1002798720
8,74,6,10,65,5,677.4645693817162,8820,67340,740,593938800
15,102,0,10,37,5,1945.6248470420717,13200,60384,714,797068800
8,102,1,31,80,5,2686.497430306805,11920,130560,1122,1556275200
8,74,9,16,53,5,1667.519522993748,70,27454,1110,1921780
8,97,9,10,74,5,1069.0368656417556,6020,100492,388,604961840
8,74,9,16,22,5,878.6014639464257,7280,22792,296,165925760
8,97,9,16,53,5,2067.991189623334,1750,51410,970,89967500
11,96,1,29,53,5,2001.2459118517363,800,25440,1344,20352000
0,36,6,7,41,1,428.2821990344182,50,2952,252,147600
15,102,1,5,79,5,2786.6375953901256,13920,128928,408,1794677760
0,68,6,26,47,5,839.8780786259372,3400,31960,272,108664000
0,56,6,26,47,5,544.9751930050948,7490,36848,560,275991520
0,74,6,4,53,5,1212.5392128506903,1400,39220,1184,54908000
15,97,9,29,53,5,2779.940819187042,750,51410,970,38557500
8,77,9,16,75,5,1333.7931341357598,8820,80850,847,713097000
15,74,9,15,53,5,2085.7899303624267,750,39220,740,29415000
0,108,6,4,45,5,555.0982268004539,3350,48600,1728,162810000
34,74,9,16,53,5,1510.6681202304935,770,27454,148,21139580
0,56,6,26,47,5,650.7664582730771,3400,26320,224,89488000
9,36,6,23,41,1,394.90956014861945,74,2952,0,218448
15,59,9,4,53,5,688.5887823436491,2850,31270,0,89119500
5,103,5,29,82,5,6117.204707766924,12800,135136,1442,1729740800
20,91,1,29,47,5,2334.9723007097245,1100,42770,910,47047000
8,74,6,10,64,2,577.3466527243197,2996,66304,148,198646784
8,68,9,16,47,5,1319.3316572852468,3550,31960,680,113458000
15,78,9,16,53,5,1835.4951387189356,1750,41340,780,72345000
8,102,1,18,80,5,3086.5575010568,10710,114240,408,1223510400
8,102,1,18,80,5,2690.947115491578,11920,130560,204,1556275200
0,59,6,26,53,5,744.2098471533138,6860,43778,944,300317080
0,40,6,7,41,1,361.5369212628206,570,16400,400,9348000
8,74,9,3,53,5,656.3285647540436,8610,54908,148,472757880
8,92,1,31,79,5,2001.2459118517363,11200,116288,184,1302425600
15,102,5,31,80,5,3418.348276859412,14080,130560,408,1838284800
2,74,9,10,69,5,1012.3033795358978,10640,81696,518,869245440
