ScreenResolution,Cpu,Ram,Memory,Gpu,OpSys,Price,Inches_OpSys_Weight,Inches_Cpu_Gpu,Company_Cpu,Inches_OpSys_Weight_Inches_Cpu_Gpu
0,74,9,4,53,5,794.2576812690501,7280,54908,296,399730240
8,89,9,29,47,7,2080.22782388146,3640,41830,623,152261200
8,97,6,16,22,5,822.0793378868443,7280,29876,388,217497280
36,37,6,23,43,1,684.139097158876,102,3182,259,324564
15,68,9,29,71,5,1141.3442498943198,1645,33796,136,55594420
7,74,9,16,53,5,2532.983291432131,1085,27454,518,29787590
8,89,9,29,47,5,1633.0344628117557,2600,41830,623,108758000
0,36,6,4,41,4,332.61396756179494,4200,20664,252,86788800
8,102,1,5,79,5,2112.4880414710656,7490,112812,204,844961880
8,97,9,10,30,2,962.2444212071994,4640,46560,388,216038400
15,102,9,16,74,5,2116.9377266558386,4250,75480,1020,320790000
15,97,9,16,83,5,875.4755601041226,8610,112714,194,970467540
8,74,9,4,53,5,1051.238124902663,6160,54908,296,338233280
0,113,6,10,44,5,499.4771619907891,10500,69608,226,730884000
7,99,9,16,53,5,2846.68609695864,1085,36729,693,39850965
7,68,9,10,47,5,721.961421229448,2030,22372,272,45415160
8,54,6,10,47,4,521.725587914655,6440,35532,540,228826080
15,74,9,10,53,5,946.2922998197876,8610,54908,740,472757880
8,78,9,16,32,5,1500.656328564754,5110,34944,546,178563840
8,74,6,4,53,5,1429.4613656083832,315,27454,1184,8648010
15,77,9,10,75,4,1131.3324582285802,7336,80850,770,593115600
31,100,1,29,58,5,2491.823703472979,1120,40600,400,45472000
8,68,6,26,47,5,1012.3033795358978,6650,44744,476,297547600
0,68,9,16,47,5,1218.1013193316571,1155,22372,1088,25839660
13,97,9,16,53,5,2169.221527576924,1365,35987,970,49122255
15,74,9,16,53,5,1003.4040091663512,2700,39220,0,105894000
8,102,9,10,108,5,1977.8850646316769,7700,154224,408,1187524800
0,74,6,26,53,5,1173.6044674839254,8540,54908,740,468914320
8,56,6,10,24,4,532.8498008765879,6440,18816,560,121175040
15,97,9,16,53,5,1544.0407591162923,6860,71974,1552,493741640
15,59,6,9,53,5,817.6296527020713,1610,21889,590,35241290
8,97,1,16,72,5,2056.866976661401,1500,83808,1455,125712000
8,99,9,16,53,5,1879.991990566667,1575,26235,396,41320125
0,113,6,10,44,2,443.8449729681624,4200,69608,226,292353600
15,68,9,16,72,5,1040.11391194073,1085,34272,1224,37185120
8,74,6,5,72,5,1015.0844327763808,7280,74592,296,543029760
8,74,6,16,53,5,933.3214675061738,6440,54908,518,353607520
7,74,6,16,53,5,1891.1162035286,1085,27454,518,29787590
36,74,6,26,53,5,761.7861036331678,8610,54908,518,472757880
0,37,6,23,43,5,387.1226110752663,3355,17501,74,58715855
15,89,9,10,72,5,744.2098471533138,8050,89712,890,722181600
0,112,6,26,40,5,410.48345829532553,8050,62720,448,504896000
7,74,6,16,53,5,2001.2459118517363,1085,27454,518,29787590
0,54,6,10,23,2,506.9303846752841,2912,17388,216,50633856
8,77,0,5,75,5,1523.9059336551936,9200,92400,154,850080000
9,36,6,23,41,1,330.3891249694084,56,2952,0,165312
2,6,6,26,14,5,421.60767125725846,11680,1344,60,15697920
8,74,6,4,53,5,1407.212939684517,4200,39220,518,164724000
31,97,1,16,53,5,1556.2773933744186,1540,35987,679,55419980
8,97,9,16,53,5,1890.0037822324068,1140,61692,1455,70328880
15,74,9,16,53,5,2001.2459118517363,1750,39220,740,68635000
12,92,1,33,79,5,2946.804013616036,9920,116288,1012,1153576960
8,74,9,16,53,5,1640.821411885109,315,27454,1184,8648010
8,102,9,10,78,2,1033.4393841635704,3696,111384,408,411675264
8,97,9,10,69,5,1001.1791665739648,6440,93702,679,603440880
0,54,6,10,23,5,683.0266758626826,7280,17388,216,126584640
8,78,9,26,53,5,1040.11391194073,6160,57876,312,356516160
31,105,9,29,52,5,2239.4153113667203,910,38220,420,34780200
15,93,5,19,93,5,1422.7868378312232,13040,138384,186,1804527360
7,105,1,16,52,5,1834.3827174227424,840,38220,420,32104800
15,97,9,15,53,5,2279.35123590006,750,51410,970,38557500
15,74,9,29,53,5,2183.671880214474,5880,54908,740,322859040
13,97,1,29,53,5,2334.9723007097245,700,71974,873,50381800
8,97,9,29,53,5,1649.7207822546554,725,25705,679,18636125
15,32,6,7,40,1,399.3592453333926,1512,17920,0,27095040
15,70,9,5,89,5,877.7004026965091,9590,87220,700,836439800
13,97,9,29,53,5,2112.4880414710656,350,51410,873,17993500
8,79,9,16,53,5,1340.4676619129195,3150,41870,316,131890500
5,47,9,14,46,5,3448.506018199212,275,10810,329,2972750
8,97,8,16,72,5,877.7004026965091,8050,97776,970,787096800
8,97,9,16,69,5,1133.5461766080048,6440,93702,679,603440880
8,59,6,10,53,5,555.0982268004539,8820,43778,0,386121960
8,74,6,4,53,5,980.043161946292,1610,27454,740,44200940
8,74,9,16,53,5,1067.9244443455625,1750,27454,518,48044500
8,102,1,18,76,5,1778.761652613077,11520,124032,1122,1428848640
8,102,1,5,76,5,1500.656328564754,9590,108528,408,1040783520
8,77,9,5,75,5,1245.811733819832,8050,80850,847,650842500
0,74,6,10,22,5,761.9974636794446,7280,22792,296,165925760
8,89,9,16,28,5,1442.799296949741,5110,34888,623,178277680
40,118,10,40,110,9,1222.5510045164303,42525,324500,2242,13799362500
40,118,10,40,110,9,1222.5510045164303,42525,324500,2242,13799362500
13,74,9,29,53,5,2030.1688655527616,1365,27454,740,37474710
0,68,6,26,47,5,811.9563040914854,5880,44744,272,263094720
15,97,9,16,53,5,1835.4951387189356,950,25705,970,24419750
8,68,9,16,47,5,1295.9708100651876,8120,44744,476,363321280
0,74,6,10,53,5,787.661022982624,7280,54908,296,399730240
0,68,6,26,47,5,1278.172069326095,4200,31960,476,134232000
0,113,6,10,44,5,343.7381805237279,8050,69608,1130,560344400
8,68,6,26,47,5,1756.5132266892117,725,15980,476,11585500
0,36,6,10,41,4,321.3785124702427,4200,20664,252,86788800
19,90,1,12,56,5,2001.2459118517363,1470,35280,900,51861600
15,68,6,4,47,5,1229.22553229359,2400,31960,1088,76704000
8,68,9,16,47,5,1856.631143346608,725,15980,476,11585500
0,54,6,10,47,5,621.398536053574,7280,35532,216,258672960
8,102,9,5,75,5,1333.7931341357598,8050,107100,1122,862155000
40,118,10,40,110,9,1222.5510045164303,42525,324500,2242,13799362500
4,93,1,31,82,5,3068.057934901105,13920,122016,372,1698462720
15,70,9,5,90,5,1556.2773933744186,11280,100800,490,1137024000
2,112,6,10,66,5,589.5832869824459,11680,118272,224,1381416960
0,74,6,26,53,5,688.5887823436491,7700,54908,0,422791600
0,68,9,16,47,5,1244.7994304402962,8050,44744,1088,360189200
13,53,9,16,46,5,1445.035263755089,110,2438,530,268180
15,23,1,31,33,5,1111.3088748971008,9170,10626,230,97440420
7,74,9,16,40,5,1637.7066322557678,950,14800,296,14060000
8,97,9,10,66,4,762.0085878924066,6440,89628,970,577204320
2,54,6,10,30,5,733.0856341913808,9600,25920,216,248832000
0,36,6,23,41,1,388.2350323714597,620,14760,0,9151200
15,94,9,38,100,5,2501.8354951387187,6860,131600,658,902776000
8,99,9,16,53,5,1974.5478007430968,1900,52470,396,99693000
8,68,9,16,47,7,1624.1350924422095,1617,22372,1088,36175524
8,50,9,35,46,1,1289.296282288028,165,11500,100,1897500
15,91,9,16,47,5,1656.384185818853,3550,42770,910,151833500
12,102,1,31,80,5,3508.576768193649,13920,130560,408,1817395200
7,81,9,16,52,5,2112.4880414710656,910,29484,324,26830440
36,113,6,16,44,5,862.126504549803,470,9944,791,4673680
32,89,9,16,47,5,1410.550203573097,1470,29281,356,43043070
27,36,6,23,41,1,432.7318842191914,56,2952,0,165312
8,71,9,16,47,5,1707.5666896567066,1155,23359,1136,26979645
15,78,9,16,53,5,1957.8614813001975,950,20670,780,19636500
8,74,0,5,86,5,1122.4330878590338,8820,89096,0,785826720
7,97,9,29,53,5,1991.2341201859963,550,25705,1552,14137750
0,73,9,10,69,5,941.6646272276234,6440,70518,511,454135920
0,54,6,10,24,2,517.9656039335216,3136,18144,216,56899584
0,74,6,26,53,5,917.7475693594675,6160,54908,296,338233280
8,59,6,26,53,5,762.0085878924066,6440,43778,413,281930320
15,102,5,18,80,5,3503.0146617126834,14080,130560,408,1838284800
8,74,8,16,66,5,773.1328008543394,8820,68376,740,603076320
31,105,1,29,52,5,2112.4880414710656,840,38220,420,32104800
39,91,9,16,47,5,2183.6607560015127,2850,42770,364,121894500
8,92,5,18,80,5,3114.779629341224,14080,117760,368,1658060800
8,68,9,16,47,5,1312.657129508087,4200,31960,1088,134232000
8,102,1,18,79,5,2280.352415066634,11200,128928,204,1443993600
15,75,9,5,69,5,1089.060448973235,6440,72450,525,466578000
0,68,6,27,47,7,1114.6461387856807,4480,31960,680,143180800
5,97,1,33,86,5,2001.2459118517363,8610,116788,194,1005544680
40,118,10,40,110,9,1222.5510045164303,42525,324500,2242,13799362500
8,102,1,18,76,5,1945.6248470420717,11840,124032,204,1468538880
13,97,0,29,53,5,1445.035263755089,7420,71974,388,534047080
8,68,6,4,47,7,1329.3434489509866,1617,22372,1088,36175524
8,5,8,16,7,5,610.7192916101185,8050,490,50,3944500
0,68,6,16,47,5,721.961421229448,8610,44744,340,385245840
0,68,6,26,47,5,1017.865486016864,3350,31960,1088,107066000
0,74,6,26,24,5,666.3403564197832,7840,24864,296,194933760
8,74,9,10,53,5,896.611564731795,6440,54908,518,353607520
15,102,9,5,79,5,1322.668921173827,9170,112812,1020,1034486040
0,97,9,10,30,5,833.2035508487774,8400,40740,388,342216000
8,74,9,4,54,5,1244.7994304402962,3150,39960,296,125874000
8,47,9,29,46,5,2122.4998331368056,150,10810,329,1621500
8,56,6,5,6,5,555.0982268004539,7490,4704,392,35232960
0,37,6,4,43,4,301.04345117582926,4928,22274,370,109766272
8,68,9,16,47,5,1500.656328564754,8610,44744,680,385245840
40,118,10,40,110,9,1222.5510045164303,42525,324500,2242,13799362500
32,74,9,16,53,5,1279.2844906222883,1785,27454,148,49005390
13,97,9,16,53,5,1500.656328564754,455,35987,679,16374085
0,113,6,26,44,5,422.7200925534518,8820,69608,0,613942560
8,102,1,18,76,5,2001.2459118517363,9170,108528,204,995201760
8,97,9,29,53,5,2323.8480877477914,2450,51410,679,125954500
15,102,9,5,75,5,1401.6508332035507,10080,107100,0,1079568000
15,74,9,16,53,5,1322.668921173827,1260,27454,518,34592040
0,59,6,4,53,5,608.4944490177319,7280,43778,236,318703840
0,74,6,26,53,5,866.5761897345762,3000,39220,518,117660000
8,68,6,4,47,5,1329.3434489509866,1155,22372,1088,25839660
0,71,6,16,47,5,1223.6523015996615,2450,33370,497,81756500
8,74,6,16,53,5,1340.4676619129195,4200,39220,518,164724000
8,91,9,16,47,7,1611.8984581840832,3150,42770,637,134725500
8,74,9,16,69,5,1167.219169243776,3000,51060,518,153180000
0,59,6,26,53,5,760.8961665962131,3000,31270,413,93810000
8,77,9,1,75,5,1055.6878100874362,9380,80850,308,758373000
8,74,6,26,53,5,1712.0163748414798,725,19610,518,14217250
8,74,6,16,53,5,1768.7498609473378,2450,39220,518,96089000
8,89,9,16,47,5,2099.3725943889467,2600,41830,623,108758000
0,59,6,26,53,5,889.9370369546353,1750,21889,413,38305750
0,68,9,16,47,5,1346.029768393886,1995,22372,1088,44632140
0,59,6,16,53,5,856.5532738558745,6440,43778,413,281930320
12,94,1,29,99,7,3301.666407101697,14112,148896,940,2101220352
15,68,9,16,47,5,1657.5077313280085,2400,31960,1088,76704000
8,89,9,16,47,5,2479.587069214853,2250,41830,623,94117500
13,58,6,10,47,5,885.4762275569002,6720,38164,232,256462080
8,68,9,16,47,5,1768.7498609473378,1155,22372,1088,25839660
15,74,9,16,53,5,1278.172069326095,455,27454,518,12491570
8,97,9,16,69,5,1318.6975771464167,3000,66930,679,200790000
8,71,9,26,47,5,1164.0821411885108,6790,46718,284,317215220
0,74,6,16,53,5,1734.2648007653456,725,19610,518,14217250
0,74,6,26,53,5,1322.668921173827,5800,39220,518,227476000
0,74,6,26,53,5,1179.1665739648918,4200,39220,518,164724000
31,74,9,16,53,5,1806.5721850179095,1120,27454,296,30748480
8,74,9,16,69,5,1201.4149998887578,10640,81696,518,869245440
0,74,6,16,53,5,1082.3859211960753,3000,39220,518,117660000
0,14,8,10,17,5,454.98031014305735,7490,3332,0,24956680
8,102,9,5,75,5,1325.783700803168,11520,122400,1122,1410048000
8,68,9,16,47,7,1329.3434489509866,5880,31960,476,187924800
8,89,9,16,47,5,1367.154648808597,5110,58562,623,299251820
8,89,9,16,47,5,1500.656328564754,725,20915,623,15163375
0,74,6,26,53,5,825.4166017754243,6440,54908,518,353607520
15,91,9,16,47,5,1918.9267359334324,2400,42770,1456,102648000
8,71,9,16,47,7,1182.4482167886622,9506,46718,284,444101308
8,74,9,16,53,5,1124.112844016286,3000,39220,518,117660000
13,89,6,16,47,5,942.2208378757202,5530,58562,890,323847860
0,27,4,23,41,5,234.49840923754644,2350,11070,459,26014500
